train_loss,val_loss,val_r2,train_diff_loss,train_cell_loss,val_diff_loss,val_cell_loss
2.258741855621338,3.302457571029663,-9.630843,1.3780726790428162,2.5587158203125,2.5170326232910156,2.2803609371185303
5.7915648221969604,5.077837944030762,-10.6000185,4.540367603302002,3.8108787536621094,2.7465014457702637,7.441755294799805
1.8169179633259773,0.9323549270629883,-0.0004720688,0.9203142896294594,2.638430595397949,0.23687875270843506,2.0031166076660156
1.285098597407341,0.7048735022544861,-0.3381939,0.44709014892578125,2.4599409103393555,0.31684011220932007,0.990742027759552
0.9134607017040253,0.7973414659500122,0.0012758374,0.41094502434134483,1.3534698486328125,0.23646490275859833,1.5770776271820068
1.0427127331495285,1.0402950048446655,-1.7030349,0.5684455260634422,1.2690277099609375,0.6399893760681152,1.0488638877868652
0.6131076738238335,0.7723747491836548,-0.88546824,0.20955757424235344,1.0401611328125,0.44641661643981934,0.8067675828933716
0.7573744505643845,0.6373271346092224,-0.33507395,0.18842783174477518,1.597442626953125,0.31610143184661865,0.7962765693664551
0.604889765381813,0.8649530410766602,-0.71248734,0.1288386881351471,1.2937164306640625,0.4054604470729828,1.2630090713500977
0.508108489215374,0.8847879767417908,-1.0168304,0.06341347750276327,1.19525146484375,0.47751882672309875,1.0940754413604736
0.7123983949422836,0.7379896640777588,-0.43307734,0.3060579430311918,1.07244873046875,0.33930540084838867,1.0693671703338623
0.5507358014583588,0.640780508518219,-0.19841635,0.062462531263008714,1.34967041015625,0.2837454080581665,0.934270977973938
0.5672225058078766,0.6201083660125732,-0.18131483,0.15565467672422528,1.0980224609375,0.27969634532928467,0.8824902772903442
0.47002796828746796,0.6491285562515259,-0.305853,0.08540699782315642,1.0120849609375,0.30918288230895996,0.8840972185134888
0.46020862460136414,0.6375443935394287,-0.23451066,0.11386376060545444,0.887603759765625,0.2922913730144501,0.9036195874214172
0.2561015412211418,1.925452709197998,-0.12961125,0.05380605660337778,0.4078826904296875,0.2674546539783478,5.271518230438232
0.2187182754278183,1.7045952081680298,0.056064546,0.04677907330915332,0.3078031837940216,0.22349274158477783,4.696781158447266
0.17141130194067955,0.9986605644226074,0.21706283,0.03441850026138127,0.19874069094657898,0.18537366390228271,2.4768667221069336
0.1512611210346222,1.5622520446777344,0.20303357,0.0379511655692113,0.1240241527557373,0.18869534134864807,4.351596832275391
