train_loss,val_loss,val_r2,train_diff_loss,train_cell_loss,val_diff_loss,val_cell_loss
2.856647342443466,3.9689624309539795,-11.726642,1.814433827996254,3.1053237915039062,3.0132484436035156,2.845186233520508
3.6798733472824097,1.6468558311462402,-2.549188,1.718880370259285,6.172801971435547,0.8403304815292358,2.3574533462524414
1.4807596802711487,0.6610575318336487,-0.29217649,0.17404917813837528,4.005712032318115,0.3059447109699249,0.8683551549911499
0.813016414642334,1.0010755062103271,-1.1326544,0.27288143266923726,1.46636962890625,0.5049421191215515,1.3518412113189697
0.6013186275959015,0.6928932070732117,-0.28946197,0.16280247271060944,1.1415863037109375,0.3053020238876343,1.0018751621246338
0.6041662283241749,0.7410974502563477,-0.26375592,0.15864903782494366,1.1767578125,0.2992156744003296,1.192435622215271
0.7407694905996323,0.604978084564209,-0.1537031,0.1181885248515755,1.7766265869140625,0.2731587886810303,0.8334797620773315
0.6085501909255981,0.7016189098358154,-0.32773793,0.09738852456212044,1.41314697265625,0.314364492893219,1.0247372388839722
0.5192674547433853,0.7826375961303711,-0.54919446,0.08325493894517422,1.169158935546875,0.3667981028556824,1.1252942085266113
0.5238638073205948,0.6888244152069092,-0.42855656,0.1148574948310852,1.084075927734375,0.3382350206375122,0.911422073841095
0.7170705646276474,0.728702962398529,-0.6648593,0.2388117117807269,1.318817138671875,0.3941836953163147,0.8615229725837708
0.4805828705430031,0.6408712863922119,-0.33312178,0.08151281205937266,1.0587005615234375,0.3156392276287079,0.8337811827659607
0.5593804344534874,0.63572096824646,-0.27044094,0.21356618124991655,0.884613037109375,0.3007984757423401,0.8691883683204651
0.4014507904648781,0.6049537658691406,-0.1682986,0.04797548576607369,0.91363525390625,0.2766145169734955,0.8500716686248779
0.4752301648259163,0.7150416374206543,-0.040827632,0.182059146463871,0.714752197265625,0.24643361568450928,1.3147319555282593
0.2988184690475464,1.8535587787628174,0.074888766,0.07180365733802319,0.4930895268917084,0.2190357893705368,5.190814018249512
0.1911681778728962,0.3347255289554596,0.3374967,0.04533201735466719,0.22479399293661118,0.1568589061498642,0.35193681716918945
0.17969286441802979,0.22505822777748108,0.5515367,0.06280109751969576,0.13298700004816055,0.106181301176548,0.1630488485097885
0.17649517208337784,0.5937378406524658,0.3157032,0.07572485506534576,0.0875331461429596,0.16201888024806976,1.2112507820129395
0.21207664906978607,1.6206640005111694,-0.09958446,0.12681318633258343,0.03737194091081619,0.2603452801704407,4.313624382019043
0.12043898180127144,1.2803541421890259,0.16278887,0.04509625677019358,0.009710289537906647,0.19822394847869873,3.3906781673431396
0.11451654694974422,0.7984979152679443,0.41068298,0.04273374100193905,0.0038045644760131836,0.13953080773353577,1.9832816123962402
